no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,loan_to_income_ratio,annual_payment,debt_service_ratio,assets_to_loan_ratio,income_per_dependent
2,0,1,5100000,19700000,2,733,0.0,4500000,12900000,6200000,1,23600000.0,3.8627443406383644,9850000.0,1.9313721703191822,1.1979694823365745,1700000.0
3,1,1,4100000,10600000,14,475,5400000.0,4300000,13900000,4500000,0,28100000.0,2.585365223081653,757142.8571428572,0.18466894450583235,2.650943146137439,1025000.0
1,0,0,7200000,15000000,10,677,10600000.0,3900000,24500000,4100000,1,43100000.0,2.0833330439815216,1500000.0,0.20833330439815217,2.8733331417777905,3600000.0
3,0,0,7800000,17700000,6,403,12600000.0,3700000,24700000,10000000,0,51000000.0,2.269230478303785,2950000.0,0.3782050797172975,2.8813557694149283,1950000.0
3,1,1,7500000,25300000,12,767,13200000.0,10800000,19400000,9600000,1,53000000.0,3.3733328835556153,2108333.3333333335,0.28111107362963467,2.0948615772781984,1875000.0
3,1,1,6400000,21000000,2,813,3900000.0,10900000,20500000,4400000,1,39700000.0,3.2812494873047675,10500000.0,1.6406247436523838,1.890476100453519,1600000.0
4,1,0,7000000,25700000,20,597,19900000.0,13500000,27500000,10100000,1,71000000.0,3.6714280469388503,1285000.0,0.18357140234694252,2.762645806900941,1400000.0
4,0,1,9000000,31100000,8,896,7100000.0,4400000,23400000,13100000,1,48000000.0,3.455555171604981,3887500.0,0.4319443964506226,1.5434083105013405,1800000.0
2,0,1,4400000,13900000,6,810,13200000.0,4200000,15000000,5200000,1,37600000.0,3.1590901911158658,2316666.6666666665,0.5265150318526443,2.705035776616131,1466666.6666666667
2,0,0,900000,2000000,14,337,1700000.0,0,2100000,600000,0,4400000.0,2.2222197530891634,142857.14285714287,0.15872998236351168,2.19999890000055,300000.0
1,1,0,9800000,26900000,18,792,15900000.0,14100000,25200000,11900000,1,67100000.0,2.7448976790920736,1494444.4444444445,0.1524943155051152,2.4944236990920556,4900000.0
4,0,0,600000,1600000,6,784,300000.0,100000,1900000,500000,1,2800000.0,2.6666622222296295,266666.6666666667,0.4444437037049383,1.7499989062506836,120000.0
5,1,1,9700000,30100000,12,434,19600000.0,17900000,21000000,6900000,0,65400000.0,3.103092463598715,2508333.3333333335,0.2585910386332263,2.172757402898425,1616666.6666666667
2,1,1,8400000,32600000,10,384,13900000.0,1600000,21600000,7000000,0,44100000.0,3.8809519189342954,3260000.0,0.38809519189342956,1.3527606947005921,2800000.0
1,1,0,8300000,24900000,10,642,11500000.0,15400000,21600000,5800000,1,54300000.0,2.9999996385542604,2490000.0,0.29999996385542604,2.180722803987036,4150000.0
4,1,0,7900000,29900000,8,314,22000000.0,4600000,26000000,8100000,0,60700000.0,3.7848096474924495,3737500.0,0.4731012059365562,2.0301002665518304,1580000.0
1,0,0,8600000,25900000,2,606,3700000.0,14900000,32700000,12200000,1,63500000.0,3.0116275567874933,12950000.0,1.5058137783937466,2.451737357075778,4300000.0
5,0,1,6700000,17600000,14,843,12700000.0,200000,19500000,5600000,1,38000000.0,2.626865279572346,1257142.857142857,0.1876332342551676,2.1590907864152964,1116666.6666666667
0,1,0,2700000,7400000,10,778,6800000.0,800000,5600000,2800000,1,16000000.0,2.7407397256519537,740000.0,0.27407397256519533,2.1621618699781258,2700000.0
0,0,0,6600000,25600000,8,718,12600000.0,12200000,21700000,9000000,1,55500000.0,3.8787872910928347,3200000.0,0.48484841138660434,2.1679686653137242,6600000.0
1,1,1,7100000,20800000,20,437,9600000.0,7300000,24700000,8800000,0,50400000.0,2.929577052172246,1040000.0,0.14647885260861232,2.423076806582846,3550000.0
5,1,1,300000,700000,10,586,0.0,400000,1000000,100000,1,1500000.0,2.3333255555814816,70000.0,0.23333255555814814,2.1428540816370263,50000.0
2,1,0,2200000,7000000,6,777,6100000.0,400000,4400000,3300000,1,14200000.0,3.1818167355378475,1166666.6666666667,0.5303027892563079,2.0285711387755514,733333.3333333334
1,1,1,8700000,31700000,12,525,7800000.0,10200000,30300000,6100000,0,54400000.0,3.6436777421060067,2641666.6666666665,0.3036398118421672,1.716088273940433,4350000.0
4,1,0,7200000,23100000,12,632,4600000.0,8500000,19400000,4400000,1,36900000.0,3.2083328877315433,1925000.0,0.2673610739776286,1.5974025282509727,1440000.0
0,0,0,2000000,4800000,20,337,1300000.0,2200000,5500000,1700000,0,10700000.0,2.3999988000006,240000.0,0.11999994000003,2.229166202257041,2000000.0
4,1,1,8600000,27900000,8,458,22400000.0,1800000,34000000,11700000,0,69900000.0,3.244185669280736,3487500.0,0.405523208660092,2.5053762542875893,1720000.0
2,1,1,2300000,5400000,8,364,4500000.0,500000,7000000,2000000,0,14000000.0,2.347825066163015,675000.0,0.29347813327037686,2.5925921124829423,766666.6666666666
2,0,1,9600000,29800000,16,499,28500000.0,6300000,31800000,7400000,0,74000000.0,3.104166343316006,1862500.0,0.19401039645725038,2.4832213931804903,3200000.0
2,1,1,1900000,6500000,16,887,2000000.0,1200000,4500000,1700000,1,9400000.0,3.4210508310258785,406250.0,0.2138156769391174,1.4461536236686732,633333.3333333334
1,1,0,2100000,6300000,16,882,3900000.0,2200000,7700000,2900000,1,16700000.0,2.9999985714292516,393750.0,0.18749991071432823,2.6507932300328205,1050000.0
1,0,1,3900000,8700000,8,817,900000.0,2500000,10700000,2100000,1,16200000.0,2.230768658777267,1087500.0,0.27884608234715835,1.8620687514863503,1950000.0
5,0,1,200000,300000,10,704,500000.0,100000,800000,200000,1,1600000.0,1.4999925000374998,30000.0,0.14999925000374997,5.333315555614814,33333.333333333336
1,0,1,1900000,4500000,12,742,1200000.0,2000000,4400000,1200000,1,8800000.0,2.3684198060948387,375000.0,0.1973683171745699,1.9555551209877509,950000.0
0,0,1,3200000,11600000,4,393,4700000.0,300000,8000000,3100000,1,16100000.0,3.624998867187854,2900000.0,0.9062497167969635,1.387930914833542,3200000.0
0,0,0,1100000,4300000,18,828,700000.0,800000,2900000,900000,1,5300000.0,3.9090873553751315,238888.88888888888,0.21717151974306284,1.2325578528935226,1100000.0
5,1,1,8000000,21500000,12,779,2600000.0,15100000,29800000,10400000,1,57900000.0,2.687499664062542,1791666.6666666667,0.2239583053385452,2.6930231305570635,1333333.3333333333
4,1,1,6100000,21700000,6,860,13900000.0,900000,14100000,5600000,1,34500000.0,3.557376466003858,3616666.6666666665,0.5928960776673097,1.5898616778865586,1220000.0
5,1,0,3200000,10600000,2,432,6500000.0,3700000,11200000,3700000,1,25100000.0,3.3124989648440737,5300000.0,1.6562494824220368,2.3679243049128016,533333.3333333334
4,1,1,9000000,30400000,20,532,21000000.0,7400000,30500000,13100000,0,72000000.0,3.3777774024691776,1520000.0,0.16888887012345888,2.3684209747229943,1800000.0
0,0,1,1200000,3200000,2,678,1500000.0,1000000,3400000,900000,1,6800000.0,2.666664444446296,1600000.0,1.333332222223148,2.1249993359377077,1200000.0
3,1,0,7900000,27000000,6,601,17700000.0,7800000,27600000,11500000,1,64600000.0,3.4177210863644194,4500000.0,0.5696201810607365,2.3925925039780553,1975000.0
3,1,1,7700000,23100000,8,807,2900000.0,9800000,20400000,7000000,1,40100000.0,2.999999610389661,2887500.0,0.3749999512987076,1.7359306607822225,1925000.0
2,0,0,4400000,16500000,16,879,7800000.0,7500000,10300000,5400000,1,31000000.0,3.7499991477274666,1031250.0,0.23437494673296666,1.8787877649219535,1466666.6666666667
1,0,0,3100000,11200000,18,665,2000000.0,5400000,12000000,2500000,1,21900000.0,3.612902060354174,622222.2222222222,0.20071678113078745,1.9553569682716994,1550000.0
5,0,1,2600000,9300000,16,697,5100000.0,1200000,7700000,3700000,1,17700000.0,3.576921701183961,581250.0,0.22355760632399757,1.9032256018036988,433333.3333333333
4,1,0,5500000,21700000,14,867,5000000.0,8700000,15200000,3100000,1,32000000.0,3.945453828099304,1550000.0,0.28181813057852173,1.4746543099237646,1100000.0
1,1,0,5700000,15500000,8,544,10500000.0,8700000,20900000,7000000,0,47100000.0,2.719297768544251,1937500.0,0.3399122210680314,3.0387094813735818,2850000.0
5,1,0,6100000,20700000,20,482,9400000.0,2000000,16900000,5900000,0,34200000.0,3.3934420666488414,1035000.0,0.16967210333244206,1.6521738332283173,1016666.6666666666
2,1,0,8200000,22500000,18,857,13400000.0,14300000,28400000,8400000,1,64500000.0,2.7439021044021823,1250000.0,0.15243900580012124,2.8666665392592647,2733333.3333333335
1,1,0,6000000,21200000,12,549,17900000.0,8200000,16900000,6200000,0,49200000.0,3.5333327444445426,1766666.6666666667,0.2944443953703786,2.3207546075115753,3000000.0
1,1,1,8000000,30600000,10,720,23700000.0,8500000,24900000,9700000,1,66800000.0,3.8249995218750596,3060000.0,0.382499952187506,2.1830064646076317,4000000.0
4,0,0,2000000,4800000,8,302,1500000.0,800000,4000000,2600000,0,8900000.0,2.3999988000006,600000.0,0.299999850000075,1.854166280382025,400000.0
5,1,1,1300000,2900000,12,669,400000.0,1700000,3900000,1800000,1,7800000.0,2.2307675147942194,241666.66666666666,0.18589729289951828,2.689654244946812,216666.66666666666
1,1,0,7000000,27100000,6,591,6700000.0,12200000,21500000,4900000,1,45300000.0,3.871428018367426,4516666.666666667,0.6452380030612377,1.6715866541849944,3500000.0
3,1,0,4100000,15300000,6,440,7500000.0,5100000,8200000,2000000,0,22800000.0,3.7317064069008765,2550000.0,0.6219510678168128,1.4901959810329424,1025000.0
3,1,0,8000000,26200000,16,890,15800000.0,4300000,25000000,4000000,1,49100000.0,3.2749995906250513,1637500.0,0.2046874744140657,1.8740457299982545,2000000.0
4,0,0,8100000,28000000,8,663,8800000.0,11300000,26000000,5500000,1,51600000.0,3.45678969669263,3500000.0,0.43209871208657874,1.8428570770408186,1620000.0
4,1,1,9500000,22600000,14,433,10000000.0,900000,23100000,13400000,0,47400000.0,2.3789471180055664,1614285.7142857143,0.16992479414325476,2.097345039940485,1900000.0
0,1,0,9200000,22500000,10,317,14200000.0,17400000,28500000,10700000,0,70800000.0,2.4456519080813144,2250000.0,0.24456519080813144,3.146666526814821,9200000.0
2,1,0,3900000,14700000,16,360,2600000.0,200000,8300000,2900000,0,14000000.0,3.769229802761589,918750.0,0.2355768626725993,0.9523808875931369,1300000.0
1,1,0,9100000,26200000,8,727,20800000.0,7100000,27800000,8900000,1,64600000.0,2.879120562734004,3275000.0,0.3598900703417505,2.465648760853101,4550000.0
3,1,1,3000000,8300000,4,685,2900000.0,5400000,11300000,3800000,1,23400000.0,2.7666657444447518,2075000.0,0.6916664361111879,2.819276768761835,750000.0
4,1,0,2000000,4300000,8,373,2000000.0,2700000,7700000,2200000,0,14600000.0,2.1499989250005376,537500.0,0.2687498656250672,3.3953480475934774,400000.0
5,1,0,6300000,14600000,8,469,13300000.0,10100000,24500000,3800000,0,51700000.0,2.317459949609532,1825000.0,0.2896824937011915,3.541095647870161,1050000.0
3,0,1,4100000,10900000,8,548,8800000.0,5200000,13200000,4300000,0,31500000.0,2.6585359369424544,1362500.0,0.3323169921178068,2.8899079917515604,1025000.0
0,0,0,9800000,29400000,20,618,1200000.0,14600000,33800000,8300000,1,57900000.0,2.9999996938775824,1470000.0,0.14999998469387912,1.969387688116065,9800000.0
2,1,0,5200000,15400000,8,658,1200000.0,7500000,12800000,3200000,1,24700000.0,2.9615378920119437,1925000.0,0.37019223650149297,1.603895999747013,1733333.3333333333
3,1,0,7600000,28700000,18,781,21300000.0,12400000,29600000,8000000,1,71300000.0,3.776315292590093,1594444.4444444445,0.20979529403278296,2.4843204709296005,1900000.0
3,0,0,9200000,35500000,2,715,11100000.0,11800000,19800000,11700000,1,54400000.0,3.8586952327505184,17750000.0,1.9293476163752592,1.5323943230311459,2300000.0
5,0,0,2200000,8100000,4,409,300000.0,0,4900000,2400000,0,7600000.0,3.6818165082652237,2025000.0,0.9204541270663059,0.9382714891022853,366666.6666666667
2,0,1,8300000,20600000,10,504,100000.0,900000,33200000,6700000,0,40900000.0,2.4819274118159744,2060000.0,0.24819274118159745,1.9854367968234565,2766666.6666666665
3,1,1,6100000,21600000,16,428,2900000.0,6100000,15100000,7200000,0,31300000.0,3.5409830260683566,1350000.0,0.22131143912927229,1.4490740069873145,1525000.0
2,1,0,4500000,16600000,20,704,6400000.0,4200000,16900000,2400000,1,29900000.0,3.6888880691359844,830000.0,0.18444440345679924,1.8012047107708005,1500000.0
3,0,0,6600000,18800000,12,834,18800000.0,9300000,13700000,4800000,1,46600000.0,2.8484844168963006,1566666.6666666667,0.23737370140802505,2.478723272408337,1650000.0
4,0,0,8900000,34900000,14,694,15400000.0,2800000,20600000,9100000,1,47900000.0,3.921347874005857,2492857.1428571427,0.28009627671470405,1.3724927973497765,1780000.0
4,1,1,3900000,13300000,20,453,9800000.0,500000,12300000,4700000,0,27300000.0,3.4102555358319138,665000.0,0.17051277679159568,2.052631424614179,780000.0
3,1,1,8900000,35400000,14,404,22300000.0,7700000,26400000,5900000,0,62300000.0,3.977527642974422,2528571.4285714286,0.28410911735531585,1.7598869559353967,2225000.0
5,0,0,6400000,22300000,12,776,500000.0,9100000,24100000,5800000,1,39500000.0,3.4843744555664915,1858333.3333333333,0.2903645379638743,1.7713003689999836,1066666.6666666667
1,0,1,9500000,28700000,16,526,24600000.0,4900000,31800000,6600000,0,67900000.0,3.0210523135734406,1793750.0,0.18881576959834004,2.365853576102663,4750000.0
3,1,1,300000,1000000,8,641,700000.0,200000,1100000,200000,1,2200000.0,3.3333222222592593,125000.0,0.4166652777824074,2.1999978000022,75000.0
5,0,0,4100000,12300000,6,582,10900000.0,6100000,14100000,3500000,1,34600000.0,2.9999992682928616,2050000.0,0.49999987804881024,2.8130079013814715,683333.3333333334
2,1,0,8100000,20800000,18,778,4100000.0,15500000,16700000,10600000,1,46900000.0,2.5679009175430965,1155555.5555555555,0.14266116208572757,2.2548075839034816,2700000.0
4,1,0,9900000,28400000,10,763,23700000.0,12700000,35800000,5800000,1,78000000.0,2.868686578920548,2840000.0,0.28686865789205473,2.7464787765324377,1980000.0
0,0,0,4800000,19000000,12,650,7000000.0,1000000,15600000,4800000,1,28400000.0,3.9583325086807273,1583333.3333333333,0.3298610423900606,1.4947367634349071,4800000.0
0,1,1,2900000,9700000,2,820,6700000.0,1600000,9100000,3900000,1,21300000.0,3.3448264328184716,4850000.0,1.6724132164092358,2.1958760622808184,2900000.0
1,0,1,3500000,13500000,12,824,8400000.0,3900000,11600000,4100000,1,28000000.0,3.8571417551023557,1125000.0,0.321428479591863,2.074073920438969,1750000.0
1,0,1,4900000,12600000,4,718,11800000.0,7300000,11800000,3800000,1,34700000.0,2.5714280466473376,3150000.0,0.6428570116618344,2.753968035399362,2450000.0
2,0,1,5100000,13300000,14,313,5900000.0,7900000,18000000,3900000,0,35700000.0,2.607842625913211,950000.0,0.18627447327951505,2.6842103244954645,1700000.0
5,1,0,7300000,26200000,10,751,1400000.0,12200000,26700000,10400000,1,50700000.0,3.589040604241013,2620000.0,0.35890406042410133,1.9351144299574645,1216666.6666666667
0,1,1,200000,300000,18,520,100000.0,300000,600000,100000,0,1100000.0,1.4999925000374998,16666.666666666668,0.08333291666874999,3.666654444485185,200000.0
2,1,0,1400000,4700000,4,355,2100000.0,600000,4400000,1400000,1,8500000.0,3.3571404591853864,1175000.0,0.8392851147963466,1.8085102535084567,466666.6666666667
3,1,1,8700000,33600000,14,314,7700000.0,10000000,21700000,6200000,0,45600000.0,3.8620685216013193,2400000.0,0.27586203725723707,1.357142816751702,2175000.0
1,0,1,2800000,5900000,20,728,1000000.0,3200000,10300000,1400000,1,15900000.0,2.1071421045921057,295000.0,0.10535710522960527,2.694914797472068,1400000.0
3,1,1,9100000,30100000,14,564,26600000.0,7300000,22700000,8200000,1,64800000.0,3.3076919442096764,2150000.0,0.23626371030069118,2.152823848743394,2275000.0
0,0,1,6800000,15300000,14,699,19900000.0,2600000,13900000,8300000,1,44700000.0,2.2499996691176958,1092857.142857143,0.1607142620798354,2.921568436498795,6800000.0
0,0,1,5000000,17000000,6,624,6700000.0,6200000,15400000,5900000,1,34200000.0,3.399999320000136,2833333.3333333335,0.566666553333356,2.0117645875432597,5000000.0
0,1,1,4400000,16800000,14,795,8700000.0,8700000,12600000,3400000,1,33400000.0,3.8181809504134203,1200000.0,0.27272721074381573,1.9880951197562429,4400000.0
5,0,1,8400000,18600000,20,703,2500000.0,7100000,28800000,9500000,1,47900000.0,2.2142854506803036,930000.0,0.11071427253401517,2.5752686787489956,1400000.0
4,1,0,7800000,17300000,4,394,3600000.0,13100000,24300000,7200000,0,48200000.0,2.2179484335963546,4325000.0,0.5544871083990887,2.786127006582254,1560000.0
4,1,1,4800000,9900000,14,779,5200000.0,9300000,18600000,2900000,1,36000000.0,2.0624995703125895,707142.8571428572,0.14732139787947068,3.636363269054215,960000.0
1,1,0,3200000,8800000,4,405,1000000.0,2600000,10700000,3400000,0,17700000.0,2.7499991406252686,2200000.0,0.6874997851563172,2.0113634077996125,1600000.0
5,1,1,2300000,6700000,16,612,6700000.0,3300000,8800000,2000000,1,20800000.0,2.9130422117207777,418750.0,0.1820651382325486,3.1044771485855,383333.3333333333
5,0,1,9200000,28100000,10,448,22300000.0,3300000,33200000,10700000,0,69500000.0,3.0543474940926636,2810000.0,0.30543474940926635,2.473309520522793,1533333.3333333333
2,0,1,4700000,13700000,6,506,1300000.0,7900000,16700000,3500000,0,29400000.0,2.914892996831277,2283333.3333333335,0.4858154994718796,2.145985244818595,1566666.6666666667
0,0,1,8000000,30400000,2,776,16600000.0,1400000,29100000,7800000,1,54900000.0,3.7999995250000596,15200000.0,1.8999997625000298,1.8059209932262832,8000000.0
1,1,1,2600000,8600000,6,730,800000.0,2900000,6000000,3100000,1,12800000.0,3.307691035503448,1433333.3333333333,0.5512818392505746,1.4883719199567536,1300000.0
3,0,0,200000,800000,20,730,0.0,300000,400000,300000,1,1000000.0,3.9999800000999994,40000.0,0.19999900000499998,1.249998437501953,50000.0
5,1,0,7300000,17200000,2,345,6100000.0,8400000,23200000,4900000,0,42600000.0,2.356164060799444,8600000.0,1.178082030399722,2.476744042049765,1216666.6666666667
4,0,0,3300000,11800000,2,847,7800000.0,2400000,12100000,3000000,1,25300000.0,3.5757564921950022,5900000.0,1.7878782460975011,2.1440676149095244,660000.0
4,0,0,8300000,23300000,20,398,18500000.0,11500000,17100000,9900000,0,57000000.0,2.80722857744234,1165000.0,0.140361428872117,2.4463518263368313,1660000.0
5,0,1,4100000,9600000,2,307,8800000.0,7800000,8500000,3100000,0,28200000.0,2.341462843545648,4800000.0,1.170731421772824,2.9374996940104485,683333.3333333334
1,0,0,7300000,23700000,16,852,9400000.0,6800000,22600000,8500000,1,47300000.0,3.246574897729466,1481250.0,0.20291093110809164,1.9957805065071517,3650000.0
1,0,0,9300000,27500000,6,364,12200000.0,13800000,25300000,10800000,0,62100000.0,2.956988929356029,4583333.333333333,0.4928314882260048,2.2581817360661187,4650000.0
2,1,1,4300000,15200000,12,552,3400000.0,2100000,12700000,4800000,1,23000000.0,3.534882898864442,1266666.6666666667,0.2945735749053702,1.5131577951869872,1433333.3333333333
3,0,0,2600000,8100000,2,421,4200000.0,3100000,6200000,2500000,1,16000000.0,3.115383417160224,4050000.0,1.557691708580112,1.9753083981100743,650000.0
5,1,0,2900000,9800000,12,588,5900000.0,2300000,6800000,2900000,1,17900000.0,3.379309179548559,816666.6666666666,0.28160909829571323,1.8265304258642423,483333.3333333333
2,1,1,900000,3500000,6,763,2300000.0,300000,2000000,600000,1,5200000.0,3.8888845679060355,583333.3333333334,0.6481474279843393,1.485713861224611,300000.0
3,0,1,4900000,17500000,20,823,12600000.0,8700000,14300000,4800000,1,40400000.0,3.5714278425657464,875000.0,0.17857139212828732,2.308571296653069,1225000.0
0,1,0,7700000,24800000,10,642,16800000.0,10700000,27400000,4500000,1,59400000.0,3.2207788024962594,2480000.0,0.3220778802496259,2.3951611937435002,7700000.0
1,1,0,4700000,16800000,12,647,10400000.0,8300000,10600000,3400000,1,32700000.0,3.5744673245814202,1400000.0,0.2978722770484517,1.9464284555697349,2350000.0
5,0,0,3000000,8900000,20,886,2600000.0,1000000,10600000,2800000,1,17000000.0,2.9666656777781073,445000.0,0.14833328388890538,1.9101121449312197,500000.0
4,0,0,9700000,26200000,4,518,26200000.0,0,22500000,14000000,0,62700000.0,2.7010306493782834,6550000.0,0.6752576623445709,2.393129679651539,1940000.0
0,1,1,6900000,26800000,20,515,10800000.0,2500000,16700000,8300000,0,38300000.0,3.8840574081076222,1340000.0,0.1942028704053811,1.4291044242871485,6900000.0
2,0,1,3800000,12400000,8,340,1800000.0,2600000,9700000,2600000,0,16700000.0,3.2631570360113065,1550000.0,0.4078946295014133,1.3467740849375738,1266666.6666666667
3,0,1,600000,1700000,14,521,0.0,1000000,1700000,600000,0,3300000.0,2.8333286111189815,121428.57142857143,0.20238061507992725,1.9411753287203948,150000.0
2,0,1,1200000,2900000,12,330,400000.0,1600000,3800000,600000,0,6400000.0,2.416664652779456,241666.66666666666,0.20138872106495467,2.2068957907255893,400000.0
4,0,1,7800000,26800000,2,474,8900000.0,11200000,18400000,5600000,1,44100000.0,3.435896995397821,13400000.0,1.7179484976989106,1.6455223266596146,1560000.0
0,0,0,9000000,35100000,6,898,500000.0,16200000,20700000,9100000,1,46500000.0,3.8999995666667147,5850000.0,0.6499999277777858,1.3247862870431257,9000000.0
1,0,0,2800000,9100000,12,436,3600000.0,500000,7800000,3600000,0,15500000.0,3.2499988392861288,758333.3333333334,0.2708332366071774,1.7032965161212619,1400000.0
1,0,0,7800000,21300000,10,326,22800000.0,10700000,18500000,4500000,0,56500000.0,2.7307688806706563,2130000.0,0.27307688806706565,2.6525820350900453,3900000.0
4,1,1,4700000,9500000,18,876,11800000.0,6600000,18000000,4100000,1,40500000.0,2.021276165685922,527777.7777777778,0.11229312031588456,4.263157445983427,940000.0
2,1,0,4600000,17500000,20,597,11400000.0,6100000,14100000,4100000,1,35700000.0,3.8043469990550003,875000.0,0.19021734995275,2.039999883428578,1533333.3333333333
4,1,0,5100000,16100000,14,436,11400000.0,2700000,13100000,6700000,0,33900000.0,3.1568621261054655,1150000.0,0.2254901518646761,2.105589931329818,1020000.0
3,0,1,6100000,22800000,18,640,16800000.0,7300000,19600000,6000000,1,49700000.0,3.7377043052943764,1266666.6666666667,0.20765023918302092,2.1798244657971724,1525000.0
0,0,0,6000000,22900000,16,302,12200000.0,6500000,17700000,7100000,0,43500000.0,3.8166660305556617,1431250.0,0.23854162690972885,1.899563235826933,6000000.0
2,0,0,8400000,23200000,16,476,15200000.0,5400000,18700000,8600000,0,47900000.0,2.761904433106615,1450000.0,0.17261902706916343,2.0646550834200394,2800000.0
2,1,0,9300000,22000000,14,393,4300000.0,3800000,28400000,13900000,0,50400000.0,2.3655911434848234,1571428.5714285714,0.16897079596320166,2.290908986776864,3100000.0
0,1,0,4200000,10300000,10,506,9300000.0,4500000,12400000,6000000,0,32200000.0,2.4523803684808647,1030000.0,0.24523803684808645,3.1262132887171563,4200000.0
3,1,0,9600000,37800000,10,418,6700000.0,5500000,34900000,11300000,0,58400000.0,3.937499589843793,3780000.0,0.39374995898437926,1.54497350410123,2400000.0
3,1,0,5600000,13400000,6,865,14900000.0,9700000,12300000,6000000,1,42900000.0,2.392856715561301,2233333.3333333335,0.39880945259355016,3.201492298396097,1400000.0
4,1,0,7800000,28600000,2,703,500000.0,12400000,29500000,10500000,1,52900000.0,3.666666196581257,14300000.0,1.8333330982906284,1.8496502849772627,1560000.0
2,1,1,4500000,12600000,2,568,6900000.0,3900000,17800000,2900000,1,31500000.0,2.799999377777916,6300000.0,1.399999688888958,2.4999998015873173,1500000.0
3,1,0,2400000,5900000,2,425,1100000.0,500000,7400000,2500000,0,11500000.0,2.4583323090282048,2950000.0,1.2291661545141024,1.9491522120080997,600000.0
0,0,0,3900000,11300000,12,305,5000000.0,5900000,8800000,2100000,0,21800000.0,2.8974351545038064,941666.6666666666,0.24145292954198386,1.929203369097047,3900000.0
5,1,1,9600000,20600000,6,456,17300000.0,11000000,21700000,11600000,0,61600000.0,2.145833109809051,3433333.3333333335,0.3576388516348419,2.9902911169761595,1600000.0
4,0,0,900000,2600000,2,602,600000.0,800000,3200000,1000000,1,5600000.0,2.888885679015912,1300000.0,1.444442839507956,2.1538453254441055,180000.0
3,1,1,1100000,3800000,20,814,1400000.0,1500000,3200000,1100000,1,7200000.0,3.454542314052442,190000.0,0.17272711570262209,1.8947363434904358,275000.0
4,0,0,6400000,24900000,2,640,10000000.0,5700000,18700000,6300000,1,40700000.0,3.8906243920899386,12450000.0,1.9453121960449693,1.634538086966342,1280000.0
2,1,0,4600000,15000000,4,817,7200000.0,2400000,13000000,6600000,1,29200000.0,3.2608688563328574,3750000.0,0.8152172140832143,1.9466665368888976,1533333.3333333333
4,1,0,7600000,29800000,20,361,13800000.0,5800000,15300000,5900000,0,40800000.0,3.9210521156510376,1490000.0,0.19605260578255188,1.3691274708346486,1520000.0
5,0,0,6800000,20100000,14,839,1900000.0,600000,15600000,7500000,1,25600000.0,2.955881918252659,1435714.2857142857,0.2111344227323328,1.2736317774312549,1133333.3333333333
5,1,0,7100000,27000000,20,592,5100000.0,9600000,20200000,7600000,1,42500000.0,3.802816365800512,1350000.0,0.1901408182900256,1.5740740157750364,1183333.3333333333
4,0,1,6700000,24700000,6,498,12900000.0,700000,18800000,8400000,0,40800000.0,3.6865666139452813,4116666.6666666665,0.6144277689908803,1.6518217954728018,1340000.0
5,0,1,5800000,12400000,6,847,5100000.0,9000000,14100000,7600000,1,35800000.0,2.137930665874023,2066666.6666666667,0.3563217776456705,2.887096541363182,966666.6666666666
0,1,1,8600000,29400000,16,643,1000000.0,14100000,33000000,12300000,1,60400000.0,3.4186042536506682,1837500.0,0.21366276585316676,2.054421698829194,8600000.0
0,1,1,3500000,10600000,4,389,8300000.0,4800000,9100000,2500000,1,24700000.0,3.0285705632655535,2650000.0,0.7571426408163884,2.330188459416183,3500000.0
2,1,1,4800000,17500000,20,381,400000.0,6900000,13400000,7000000,0,27700000.0,3.6458325737848805,875000.0,0.18229162868924403,1.5828570524081684,1600000.0
5,1,1,6100000,14400000,16,400,9200000.0,2800000,23800000,5600000,0,41400000.0,2.3606553507122374,900000.0,0.14754095941951484,2.874999800347236,1016666.6666666666
5,1,1,5200000,12700000,16,718,11700000.0,100000,18100000,7200000,1,37100000.0,2.4423072226332265,793750.0,0.15264420141457666,2.921259612499243,866666.6666666666
5,0,1,4100000,12400000,8,309,8200000.0,1000000,13000000,3300000,0,25500000.0,3.024389506246462,1550000.0,0.37804868828080773,2.056451447060367,683333.3333333334
5,0,0,3200000,7400000,2,838,2200000.0,2900000,10200000,3600000,1,18900000.0,2.3124992773439756,3700000.0,1.1562496386719878,2.554053708911661,533333.3333333334
3,0,1,7500000,21600000,14,678,8800000.0,12100000,20100000,11200000,1,52200000.0,2.879999616000051,1542857.142857143,0.20571425828571796,2.416666554783956,1875000.0
2,0,1,1500000,4500000,14,826,3200000.0,1700000,4600000,1600000,1,11100000.0,2.9999980000013333,321428.5714285714,0.21428557142866667,2.4666661185186403,500000.0
4,1,1,1200000,3100000,16,348,1200000.0,2200000,3500000,1700000,0,8600000.0,2.5833311805573493,193750.0,0.16145819878483433,2.774192653486241,240000.0
1,1,1,8400000,19700000,6,476,24700000.0,16500000,31800000,12100000,0,85100000.0,2.345237816043117,3283333.3333333335,0.3908729693405195,4.319796735035699,4200000.0
0,0,1,7900000,26300000,8,666,4600000.0,9200000,18400000,11800000,1,44000000.0,3.3291135026438603,3287500.0,0.41613918783048254,1.6730037386690593,7900000.0
